WMO,Cycle,Category
6902953_plot,25,0
6902953_plot,12,0
6902953_plot,23,0
6902953_plot,17,0
6902953_plot,20,0
5906296_plot,77,1
6902828_plot,207,0
5904683_plot,48,1
5904104_plot,188,2
7901001_plot,69,0
7901001_plot,43,1
1902304_plot,159,1
6903025_plot,83,0
6903025_plot,122,0
5905072_plot,37,0
5905072_plot,127,0
5905072_plot,86,2
5905072_plot,103,0
5905072_plot,48,0
5905072_plot,105,1
5905072_plot,89,2
5905072_plot,45,0
5905072_plot,143,2
5906039_plot,276,0
5906039_plot,191,0
5905103_plot,139,2
5905103_plot,57,1
5904476_plot,26,1
5904476_plot,34,0
5904021_plot,84,0
1902453_plot,24,0
5906472_plot,57,1
6901770_plot,61,0
5906035_plot,2,0
5906035_plot,136,0
5906035_plot,19,0
5906035_plot,137,2
5906035_plot,43,0
5906035_plot,132,0
5906035_plot,48,0
5906035_plot,129,0
6901646_plot,62,0
6901646_plot,67,0
6901769_plot,138,0
6901769_plot,64,0
6901769_plot,62,0
6901769_plot,63,0
6901657_plot,55,0
5904673_plot,39,0
5904673_plot,106,2
5904673_plot,35,1
5904673_plot,20,0
5904673_plot,46,1
5904673_plot,99,0
5904673_plot,64,0
5904673_plot,10,0
5904673_plot,41,2
5904673_plot,88,1
2903463_plot,8,0
2903463_plot,40,2
2903463_plot,7,2
5905071_plot,84,0
5905071_plot,34,0
5905071_plot,35,1
5905071_plot,43,1
5905071_plot,9,0
5905071_plot,25,2
6903828_plot,20,1
5906213_plot,66,0
5906293_plot,70,0
5906293_plot,12,1
5906293_plot,93,1
6901485_plot,101,1
5904846_plot,63,1
5904179_plot,122,1
5904179_plot,138,1
5904179_plot,128,0
5904179_plot,106,1
5906438_plot,43,1
5904984_plot,59,0
5904984_plot,17,2
5904984_plot,50,0
5904984_plot,61,1
5904984_plot,18,1
5904984_plot,25,3
5904984_plot,15,1
5904984_plot,31,0
5904984_plot,70,0
5904984_plot,69,0
5906544_plot,4,0
5905079_plot,72,0
5905079_plot,74,0
5905079_plot,101,0
1902454_plot,47,0
1902454_plot,24,0
1902454_plot,33,1
3902122_plot,219,0
3902122_plot,281,1
5906220_plot,76,1
5906220_plot,24,0
5906220_plot,77,1
5906220_plot,51,1
5906220_plot,61,1
5906220_plot,37,1
5906209_plot,15,1
4903462_plot,3,0
5906226_plot,107,0
5906226_plot,31,0
5905996_plot,34,0
7900561_plot,80,0
2903466_plot,4,4
5905505_plot,86,1
5906576_plot,46,0
5906033_plot,139,0
5906033_plot,3,1
5904672_plot,60,0
5904468_plot,70,0
5904468_plot,36,0
5904468_plot,90,1
5904468_plot,64,1
5904468_plot,96,1
5905073_plot,44,3
5905073_plot,92,0
5905073_plot,39,1
5905073_plot,28,1
5905073_plot,48,1
5905073_plot,61,1
5905073_plot,45,0
5905073_plot,94,1
5905073_plot,43,1
5905073_plot,25,1
5905073_plot,97,1
5905073_plot,15,0
6902967_plot,2,0
5904688_plot,106,2
5904688_plot,81,1
5904688_plot,84,1
5906249_plot,120,1
3902556_plot,2,0
2902092_plot,52,0
6904241_plot,15,0
5906509_plot,32,0
6901514_plot,34,1
5905076_plot,69,0
5905076_plot,99,1
5905076_plot,105,0
7900562_plot,194,1
6901649_plot,172,3
5906308_plot,36,0
5906489_plot,36,2
5904188_plot,13,1
5906491_plot,59,1
6902550_plot,139,1
6902550_plot,199,0
6902550_plot,225,1
6902550_plot,180,1
6902550_plot,227,1
6902550_plot,151,0
6903554_plot,66,1
5905372_plot,99,0
5905372_plot,105,0
5905372_plot,55,1
6901771_plot,98,2
6901771_plot,118,2
5904854_plot,47,2
5904185_plot,152,1
5904185_plot,121,2
5904472_plot,101,2
6901773_plot,4,2
6902545_plot,193,0
6902545_plot,31,0
6902545_plot,7,0
6902545_plot,158,0
6902545_plot,133,0
6903550_plot,71,0
6904240_plot,28,1
6904240_plot,30,0
6904240_plot,7,0
5904766_plot,137,0
5904766_plot,100,0
5904766_plot,52,2
5904766_plot,74,0
5904766_plot,96,0
5904766_plot,45,1
5904766_plot,138,1
5904766_plot,69,1
5904766_plot,131,2
5904766_plot,71,2
5904766_plot,55,0
5904766_plot,24,0
5904766_plot,92,0
5904766_plot,3,1
5904766_plot,84,1
5904766_plot,121,2
5904766_plot,49,0
5904766_plot,9,0
5904766_plot,83,1
5904766_plot,107,1
5904766_plot,88,2
5904766_plot,82,1
5904766_plot,37,0
2903456_plot,30,1
6903555_plot,78,1
6903555_plot,79,0
6903555_plot,37,1
4903456_plot,30,1
5906316_plot,99,0
1902593_plot,48,1
1902593_plot,46,1
1902593_plot,53,1
1902593_plot,54,1
1902593_plot,21,1
6902544_plot,2,1
6902544_plot,12,1
6902544_plot,43,1
6901774_plot,85,0
